0.009901	5.000000
0.019802	-5.000000
0.029703	-4.900990
0.039604	-4.801980
0.049505	0.000000
0.059406	0.000000
0.069307	0.000000
0.079208	0.000000
0.089109	0.000000
0.099010	0.000000
0.108911	0.000000
0.118812	0.000000
0.128713	0.000000
0.138614	0.000000
0.148515	0.000000
0.158416	0.000000
0.168317	0.000000
0.178218	0.000000
0.188119	0.000000
0.198020	0.000000
0.207921	0.000000
0.217822	0.000000
0.227723	0.000000
0.237624	0.000000
0.247525	0.000000
0.257426	0.000000
0.267327	0.000000
0.277228	0.000000
0.287129	0.000000
0.297030	0.000000
0.306931	0.000000
0.316832	0.000000
0.326733	0.000000
0.336634	0.000000
0.346535	0.000000
0.356436	0.000000
0.366337	0.000000
0.376238	0.000000
0.386139	0.000000
0.396040	0.000000
0.405941	0.000000
0.415842	0.000000
0.425743	0.000000
0.435644	0.000000
0.445545	0.000000
0.455446	0.000000
0.465347	0.000000
0.475248	0.000000
0.485149	0.000000
0.495050	0.000000
0.504950	0.000000
0.514851	0.000000
0.524752	0.000000
0.534653	0.000000
0.544554	0.000000
0.554455	0.000000
0.564356	0.000000
0.574257	0.000000
0.584158	0.000000
0.594059	0.000000
0.603960	0.000000
0.613861	0.000000
0.623762	0.000000
0.633663	0.000000
0.643564	0.000000
0.653465	0.000000
0.663366	0.000000
0.673267	0.000000
0.683168	0.000000
0.693069	0.000000
0.702970	0.000000
0.712871	0.000000
0.722772	0.000000
0.732673	0.000000
0.742574	0.000000
0.752475	0.000000
0.762376	0.000000
0.772277	0.000000
0.782178	0.000000
0.792079	0.000000
0.801980	0.000000
0.811881	0.000000
0.821782	0.000000
0.831683	0.000000
0.841584	0.000000
0.851485	0.000000
0.861386	0.000000
0.871287	0.000000
0.881188	0.000000
0.891089	0.000000
0.900990	0.000000
0.910891	0.000000
0.920792	0.000000
0.930693	0.000000
0.940594	0.000000
0.950495	0.000000
0.960396	0.000000
0.970297	0.000000
0.980198	0.000000
0.990099	5.000000
